Symbol,Series,Security Name,Band,Remarks
MAFANG,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NYSE FANG+ ETF,20,"-"
MAGADSUGAR,EQ,MAGADH SUGAR & ENERGY LIMITED,20,"-"
MAGNUM,EQ,MAGNUM VENTURES LIMITED,20,"-"
MAHABANK,EQ,BANK OF MAHARASHTRA,20,"-"
MAHEPC,EQ,MAHINDRA EPC IRRIGATION LIMITED,20,"-"
MAHESHWARI,EQ,MAHESHWARI LOGISTICS LIMITED,20,"-"
MAHICKRA,SM,MAHICKRA CHEMICALS LIMITED,20,"-"
MAHKTECH,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET HANG SENG TECH ETF,20,"-"
MAHLIFE,EQ,MAHINDRA LIFESPACE DEVELOPERS LIMITED,20,"-"
MAHLOG,EQ,MAHINDRA LOGISTICS LIMITED,20,"-"
MAHSCOOTER,EQ,MAHARASHTRA SCOOTERS LIMITED,20,"-"
MAHSEAMLES,EQ,MAHARASHTRA SEAMLESS LIMITED,20,"-"
MAITHANALL,EQ,MAITHAN ALLOYS LIMITED,20,"-"
MAITREYA,SM,MAITREYA MEDICARE LIMITED,20,"-"
MAKEINDIA,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY INDIA MANUFACTURING ETF,20,"-"
MALLCOM,EQ,MALLCOM (INDIA) LIMITED,20,"-"
MALUPAPER,EQ,MALU PAPER MILLS LIMITED,20,"-"
MAMATA,EQ,MAMATA MACHINERY LIMITED,20,"-"
MANAKCOAT,EQ,MANAKSIA COATED METALS & INDUSTRIES LIMITED,20,"-"
MANAKSIA,EQ,MANAKSIA LIMITED,20,"-"
MANALIPETC,EQ,MANALI PETROCHEMICALS LIMITED,20,"-"
MANBA,EQ,MANBA FINANCE LIMITED,20,"-"
MANCREDIT,EQ,MANGAL CREDIT AND FINCORP LIMITED,20,"-"
MANGLMCEM,EQ,MANGALAM CEMENT LIMITED,20,"-"
MANINDS,EQ,MAN INDUSTRIES (INDIA) LIMITED,20,"-"
MANINFRA,EQ,MAN INFRACONSTRUCTION LIMITED,20,"-"
MANORAMA,EQ,MANORAMA INDUSTRIES LIMITED,20,"-"
MANORG,EQ,MANGALAM ORGANICS LIMITED,20,"-"
MANUFGBEES,EQ,NIPPON INDIA MUTUAL FUND - NIPPON INDIA NIFTY INDIA MANUFACTURING ETF,20,"-"
MANYAVAR,EQ,VEDANT FASHIONS LIMITED,20,"-"
MAPMYINDIA,EQ,C.E. INFO SYSTEMS LIMITED,20,"-"
MARALOVER,EQ,MARAL OVERSEAS LIMITED,20,"-"
MARATHON,EQ,MARATHON NEXTGEN REALTY LIMITED,20,"-"
MARC,SM,MARC TECHNOCRATS LIMITED,20,"-"
MARCO,SM,MARCO CABLES & CONDUCTORS LIMITED,20,"-"
MARINE,EQ,MARINE ELECTRICALS (INDIA) LIMITED,20,"-"
MARKOLINES,EQ,MARKOLINES PAVEMENT TECHNOLOGIES LIMITED,20,"-"
MARKSANS,EQ,MARKSANS PHARMA LIMITED,20,"-"
MASFIN,EQ,MAS FINANCIAL SERVICES LIMITED,20,"-"
MASON,SM,MASON INFRATECH LIMITED,20,"-"
MASPTOP50,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET S&P 500 TOP 50 ETF,20,"-"
MASTEK,EQ,MASTEK LIMITED,20,"-"
MASTERTR,EQ,MASTER TRUST LIMITED,20,"-"
MATRIMONY,EQ,MATRIMONY.COM LIMITED,20,"-"
MAWANASUG,EQ,MAWANA SUGARS LIMITED,20,"-"
MAXESTATES,EQ,MAX ESTATES LIMITED,20,"-"
MAXIND,EQ,MAX INDIA LIMITED,20,"-"
MAXPOSURE,SM,MAXPOSURE LIMITED,20,"-"
MAYASHEEL,SM,MAYASHEEL VENTURES LIMITED,20,"-"
MAYURUNIQ,EQ,MAYUR UNIQUOTERS LTD,20,"-"
MAZDA,EQ,MAZDA LIMITED,20,"-"
MBAPL,EQ,MADHYA BHARAT AGRO PRODUCTS LIMITED,20,"-"
MBEL,EQ,M & B ENGINEERING LIMITED,20,"-"
MBLINFRA,EQ,MBL INFRASTRUCTURE LIMITED,20,"-"
MDL,SM,MARVEL DECOR LIMITED,20,"-"
MEDANTA,EQ,GLOBAL HEALTH LIMITED,20,"-"
MEDIASSIST,EQ,MEDI ASSIST HEALTHCARE SERVICES LIMITED,20,"-"
MEDICAMEQ,EQ,MEDICAMEN BIOTECH LIMITED,20,"-"
MEDISTEP,SM,MEDISTEP HEALTHCARE LIMITED,20,"-"
MEDPLUS,EQ,MEDPLUS HEALTH SERVICES LIMITED,20,"-"
MEGATHERM,SM,MEGATHERM INDUCTION LIMITED,20,"-"
MEIL,EQ,MANGAL ELECTRICAL INDUSTRIES LIMITED,20,"-"
MENONBE,EQ,MENON BEARINGS LIMITED,20,"-"
METAL,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY METAL ETF,20,"-"
METALIETF,EQ,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY METAL ETF,20,"-"
METROBRAND,EQ,METRO BRANDS LIMITED,20,"-"
METROPOLIS,EQ,METROPOLIS HEALTHCARE LIMITED,20,"-"
MFML,EQ,MAHALAXMI FABRIC MILLS LIMITED,20,"-"
MGEL,EQ,MANGALAM GLOBAL ENTERPRISE LIMITED,20,"-"
MGL,EQ,MAHANAGAR GAS LIMITED,20,"-"
MHLXMIRU,EQ,MAHALAXMI RUBTECH LIMITED,20,"-"
MHRIL,EQ,MAHINDRA HOLIDAYS & RESORTS INDIA LIMITED,20,"-"
MICROPRO,SM,MICROPRO SOFTWARE SOLUTIONS LIMITED,20,"-"
MID150,EQ,KOTAK MAHINDRA MUTUAL FUND - KOTAK NIFTY MIDCAP 150 ETF,20,"-"
MID150BEES,EQ,NIPPON INDIA ETF NIFTY MIDCAP 150,20,"-"
MID150CASE,EQ,ZERODHA FUND HOUSE - ZERODHA NIFTY MIDCAP 150 ETF,20,"-"
MIDCAP,EQ,KOTAK NIFTY MIDCAP 50 ETF,20,"-"
MIDCAPADD,EQ,DSP MUTUAL FUND - DSP NIFTY MIDCAP 150 ETF,20,"-"
MIDCAPBETA,EQ,UTI MUTUAL FUND - UTI NIFTY MIDCAP 150 EXCHANGE TRADED FUND (ETF),20,"-"
MIDCAPETF,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY MIDCAP 150 ETF,20,"-"
MIDCAPIETF,EQ,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY MIDCAP 150 ETF,20,"-"
MIDHANI,EQ,MISHRA DHATU NIGAM LIMITED,20,"-"
MIDQ50ADD,EQ,DSP  MUTUAL FUND - DSP NIFTY MIDCAP 150 QUALITY 50 ETF,20,"-"
MIDSELIETF,EQ,ICICI PRUDENTIAL BSE MIDCAP SELECT ETF,20,"-"
MIDSMALL,EQ,MIRAEASSETMF-MIRAE ASSET NIFTY MIDSMALLCAP400 MOMENTUM QUALITY 100 ETF,20,"-"
MINDACORP,EQ,MINDA CORPORATION LIMITED,20,"-"
MINDSPACE,RR,MINDSPACE BUSINESS PARKS REIT,20,"-"
MINDTECK,EQ,MINDTECK (INDIA) LIMITED,20,"-"
MIRZAINT,EQ,MIRZA INTERNATIONAL LIMITED,20,"-"
MITCON,EQ,MITCON CONSULTANCY & ENGINEERING SERVICES LIMITED,20,"-"
MITTAL,EQ,MITTAL LIFE STYLE LIMITED,20,"-"
MKPL,EQ,M K PROTEINS LIMITED,20,"-"
MMEL,SM,MOVING MEDIA ENTERTAINMENT LIMITED,20,"-"
MMFL,EQ,MM FORGINGS LIMITED,20,"-"
MMP,EQ,MMP INDUSTRIES LIMITED,20,"-"
MMTC,EQ,MMTC LIMITED,20,"-"
MNC,EQ,KOTAK MAHINDRA MUTUAL FUND - KOTAK NIFTY MNC ETF,20,"-"
MOALPHA50,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY ALPHA 50 ETF,20,"-"
MOBIKWIK,EQ,ONE MOBIKWIK SYSTEMS LIMITED,20,"-"
MOCAPITAL,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY CAPITAL MARKET ETF,20,"-"
MODEFENCE,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY INDIA DEFENCE ETF,20,"-"
MODINATUR,EQ,MODI NATURALS LIMITED,20,"-"
MODIS,EQ,MODIS NAVNIRMAN LIMITED,20,"-"
MODISONLTD,EQ,MODISON LIMITED,20,"-"
MOENERGY,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY ENERGY ETF,20,"-"
MOGOLD,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL GOLD ETF,20,"-"
MOHEALTH,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL S&P BSE HEALTHCARE ETF,20,"-"
MOIL,EQ,MOIL LIMITED,20,"-"
MOINFRA,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL BSE INDIA INFRASTRUCTURE ETF,20,"-"
MOIPO,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL BSE SELECT IPO ETF,20,"-"
MOKSH,EQ,MOKSH ORNAMENTS LIMITED,20,"-"
MOL,EQ,MEGHMANI ORGANICS LIMITED,20,"-"
MOLDTECH,EQ,MOLD-TEK TECHNOLOGIES LIMITED,20,"-"
MOLDTKPAC,EQ,MOLD-TEK PACKAGING LIMITED,20,"-"
MOLOWVOL,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL S&P BSE LOW VOLATILITY ETF,20,"-"
MOM100,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL MOST SHARES M100 ETF GO,20,"-"
MOM30IETF,EQ,ICICI PRUDENTIAL MUTUAL FUND -  ICICI PRU NIFTY 200 MOMENTUM 30 ETF,20,"-"
MOM50,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL MOST SHARES M50 ETF,20,"-"
MOMENTUM,EQ,ADITYA BIRLA SUN LIFE MUTUAL FUND - ADITYA BIRLA SUN LIFE NIFTY 200 MO,20,"-"
MOMENTUM30,EQ,KOTAK MAHINDRA MUTUAL FUND - KOTAK NIFTY 200 MOMENTUM 30 ETF,20,"-"
MOMENTUM50,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY 500 MOMENTUM 50 ETF,20,"-"
MOMGF,EQ,MOTILAL OSWAL MUTUAL FUND-MOTILAL OSWAL NIFTY INDIA MANUFACTURING ETF,20,"-"
MOMIDMTM,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY MIDCAP150 MOMENTUM 50,20,"-"
MOMNC,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY MNC ETF,20,"-"
MOMOMENTUM,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY 200 MOMENTUM 30 ETF,20,"-"
MON100,EQ,MOTILAL OSWAL MUTUAL FUND-MOTILAL OSWAL MOST SHARES NASDAQ 100 ETF -GO,20,"-"
MON50EQUAL,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY 50 EQUAL WEIGHT ETF,20,"-"
MONARCH,EQ,MONARCH NETWORTH CAPITAL LIMITED,20,"-"
MONEXT50,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY NEXT 50 ETF,20,"-"
MONEYBOXX,EQ,MONEYBOXX FINANCE LIMITED,20,"-"
MONIFTY100,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY 100 ETF,20,"-"
MONIFTY500,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY 500 ETF,20,"-"
MONQ50,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NASDAQ Q 50 ETF,20,"-"
MONTECARLO,EQ,MONTE CARLO FASHIONS LIMITED,20,"-"
MOPSE,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY PSE ETF,20,"-"
MOQUALITY,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL S&P BSE QUALITY ETF,20,"-"
MOREALTY,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY REALTY ETF,20,"-"
MOREPENLAB,EQ,MOREPEN LABORATORIES LIMITED,20,"-"
MOS,SM,MOS UTILITY LIMITED,20,"-"
MOSERVICE,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY SERVICES SECTOR ETF,20,"-"
MOSILVER,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL SILVER ETF,20,"-"
MOSMALL250,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY SMALLCAP 250 ETF,20,"-"
MOTILALOFS,EQ,MOTILAL OSWAL FINANCIAL SERVICES LIMITED,20,"-"
MOTISONS,EQ,MOTISONS JEWELLERS LIMITED,20,"-"
MOTOGENFIN,EQ,THE MOTOR & GENERAL FINANCE LIMITED,20,"-"
MOTOUR,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY INDIA TOURISM ETF,20,"-"
MOVALUE,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL SP BSE ENHANCED VALUE ETF,20,"-"
MPEL,SM,MANAS POLYMERS AND ENERGIES LIMITED,20,"-"
MPSLTD,EQ,MPS LIMITED,20,"-"
MRF,EQ,MRF LIMITED,20,"-"
MRIL,SM,MAHENDRA REALTORS & INFRASTRUCTURE LIMITED,20,"-"
MRPL,EQ,MANGALORE REFINERY AND PETROCHEMICALS LIMITED,20,"-"
MSCIADD,EQ,DSP MUTUAL FUND - DSP MSCI INDIA ETF,20,"-"
MSCIINDIA,EQ,KOTAK MAHINDRA MUTUAL FUND - KOTAK MSCI INDIA ETF,20,"-"
MSTCLTD,EQ,MSTC LIMITED,20,"-"
MSUMI,EQ,MOTHERSON SUMI WIRING INDIA LIMITED,20,"-"
MTARTECH,EQ,MTAR TECHNOLOGIES LIMITED,20,"-"
MTNL,EQ,MAHANAGAR TELEPHONE NIGAM LIMITED,20,"-"
MUFIN,EQ,MUFIN GREEN FINANCE LIMITED,20,"-"
MUFTI,EQ,CREDO BRANDS MARKETING LIMITED,20,"-"
MUKANDLTD,EQ,MUKAND LIMITED,20,"-"
MUKKA,EQ,MUKKA PROTEINS LIMITED,20,"-"
MUKTAARTS,EQ,MUKTA ARTS LIMITED,20,"-"
MULTICAP,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY 500 MULTICAP 50:25:25 ETF,20,"-"
MUNISH,SM,MUNISH FORGE LIMITED,20,"-"
MUNJALAU,EQ,MUNJAL AUTO INDUSTRIES LIMITED,20,"-"
MUNJALSHOW,EQ,MUNJAL SHOWA LIMITED,20,"-"
MURUDCERA,EQ,MURUDESHWAR CERAMICS LIMITED,20,"-"
MUTHOOTCAP,EQ,MUTHOOT CAPITAL SERVICES LIMITED,20,"-"
MUTHOOTMF,EQ,MUTHOOT MICROFIN LIMITED,20,"-"
MVGJL,EQ,MANOJ VAIBHAV GEMS N JEWELLERS LIMITED,20,"-"
MWL,EQ,MANGALAM WORLDWIDE LIMITED,20,"-"
NAGAFERT,EQ,NAGARJUNA FERTILIZERS AND CHEMICALS LIMITED,20,"GSM STAGE - 0"
NAGREEKCAP,EQ,NAGREEKA CAPITAL & INFRASTRUCTURE LIMITED,20,"-"
NAHARCAP,EQ,NAHAR CAPITAL AND FINANCIAL SERVICES LIMITED,20,"-"
NAHARINDUS,EQ,NAHAR INDUSTRIAL ENTERPRISES LIMITED,20,"-"
NAHARPOLY,EQ,NAHAR POLY FILMS LIMITED,20,"-"
NAHARSPING,EQ,NAHAR SPINNING MILLS LIMITED,20,"-"
NAM-INDIA,EQ,NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED,20,"-"
NAMOEWASTE,SM,NAMO EWASTE MANAGEMENT LIMITED,20,"-"
NARMADA,EQ,NARMADA AGROBASE LIMITED,20,"-"
NATCOPHARM,EQ,NATCO PHARMA LIMITED,20,"-"
NATHBIOGEN,EQ,NATH BIO-GENES (INDIA) LIMITED,20,"-"
NAVA,EQ,NAVA LIMITED,20,"-"
NAVINFLUOR,EQ,NAVIN FLUORINE INTERNATIONAL LIMITED,20,"-"
NAVKARCORP,EQ,NAVKAR CORPORATION LIMITED,20,"-"
NAVNETEDUL,EQ,NAVNEET EDUCATION LIMITED,20,"-"
NAZARA,EQ,NAZARA TECHNOLOGIES LIMITED,20,"-"
NBIFIN,EQ,N. B. I. INDUSTRIAL FINANCE COMPANY LIMITED,20,"-"
NCC,EQ,NCC LIMITED,20,"-"
NCLIND,EQ,NCL INDUSTRIES LIMITED,20,"-"
NDGL,EQ,NAGA DHUNSERI GROUP LIMITED,20,"-"
NDL,EQ,NANDAN DENIM LIMITED,20,"-"
NDRAUTO,EQ,NDR AUTO COMPONENTS LIMITED,20,"-"
NDRINVIT,IV,NDR INVIT TRUST,20,"-"
NDTV,EQ,NEW DELHI TELEVISION LIMITED,20,"-"
NECCLTD,EQ,NORTH EASTERN CARRYING CORPORATION LIMITED,20,"-"
NELCAST,EQ,NELCAST LIMITED,20,"-"
NELCO,EQ,NELCO LIMITED,20,"-"
NEOCHEM,SM,NEOCHEM BIO SOLUTIONS LIMITED,20,"-"
NEOGEN,EQ,NEOGEN CHEMICALS LIMITED,20,"-"
NEPHROCARE,SM,NEPHRO CARE INDIA LIMITED,20,"-"
NEPHROPLUS,EQ,NEPHROCARE HEALTH SERVICES LIMITED,20,"-"
NEPTUNE,SM,NEPTUNE PETROCHEMICALS LIMITED,20,"-"
NESCO,EQ,NESCO LIMITED,20,"-"
NETF,EQ,TATA NIFTY 50 EXCHANGE TRADED FUND,20,"-"
NETWEB,EQ,NETWEB TECHNOLOGIES INDIA LIMITED,20,"-"
NETWORK18,EQ,NETWORK18 MEDIA & INVESTMENTS LIMITED,20,"-"
NEULANDLAB,EQ,NEULAND LABORATORIES LIMITED,20,"-"
NEWGEN,EQ,NEWGEN SOFTWARE TECHNOLOGIES LIMITED,20,"-"
NEXT30ADD,EQ,DSP MUTUAL FUND - DSP BSE SENSEX NEXT 30 ETF,20,"-"
NEXT50,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY NEXT 50 ETF (MANXT50) - MI,20,"-"
NEXT50ADD,EQ,DSP MUTUAL FUND - DSP NIFTY NEXT 50 ETF,20,"-"
NEXT50BETA,EQ,UTI MUTUAL FUND - UTI NIFTY NEXT 50 EXCHANGE TRADED FUND - UTI NIFTY N,20,"-"
NEXT50ETF,EQ,KOTAK MAHINDRA MUTUAL FUND - KOTAK NIFTY NEXT 50 ETF,20,"-"
NEXT50IETF,EQ,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY NEXT 50 ETF,20,"-"
NEXTMEDIA,EQ,NEXT MEDIAWORKS LIMITED,20,"-"
NFL,EQ,NATIONAL FERTILIZERS LIMITED,20,"-"
NGIL,EQ,NAKODA GROUP OF INDUSTRIES LIMITED,20,"-"
NGLFINE,EQ,NGL FINE-CHEM LIMITED,20,"-"
NH,EQ,NARAYANA HRUDAYALAYA LTD.,20,"-"
NHIT,IV,NATIONAL HIGHWAYS INFRA TRUST,20,"-"
NIACL,EQ,THE NEW INDIA ASSURANCE COMPANY LIMITED,20,"-"
NIBL,EQ,NRB INDUSTRIAL BEARINGS LIMITED,20,"-"
NIDAN,SM,NIDAN LABORATORIES AND HEALTHCARE LIMITED,20,"-"
NIF100BEES,EQ,NIPPON INDIA ETF NIFTY 100,20,"-"
NIF100IETF,EQ,ICICI PRUDENTIAL NIFTY 100 ETF,20,"-"
NIFTY1,EQ,KOTAK NIFTY 50 ETF,20,"-"
NIFTY100EW,EQ,KOTAK MAHINDRA MUTUAL FUND - KOTAK NIFTY 100 EQUAL WEIGHT ETF,20,"-"
NIFTYADD,EQ,DSP  MUTUAL FUND - DSP NIFTY 50 ETF,20,"-"
NIFTYBEES,EQ,NIPPON INDIA ETF NIFTY 50 BEES,20,"-"
NIFTYBETA,EQ,UTI NIFTY 50 ETF,20,"-"
NIFTYBETF,EQ,BAJAJ FINSERV MUTUAL FUND - BAJAJ FINSERV NIFTY 50 ETF,20,"-"
NIFTYCASE,EQ,ZERODHA FUND HOUSE - ZERODHA NIFTY 50 ETF,20,"-"
NIFTYETF,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY 50 ETF,20,"-"
NIFTYIETF,EQ,ICICI PRUDENTIAL NIFTY 50 ETF,20,"-"
NIFTYQLITY,EQ,ADITYA BIRLA SUN LIFE MUTUAL FUND - ABSL NIFTY 200 QUALITY 30 ETF,20,"-"
NIITLTD,EQ,NIIT LIMITED,20,"-"
NIITMTS,EQ,NIIT LEARNING SYSTEMS LIMITED,20,"-"
NIKITA,SM,NIKITA GREENTECH RECYCLING LIMITED,20,"-"
NILAINFRA,EQ,NILA INFRASTRUCTURES LIMITED,20,"-"
NILKAMAL,EQ,NILKAMAL LIMITED,20,"-"
NINSYS,EQ,NINTEC SYSTEMS LIMITED,20,"-"
NIPPOBATRY,EQ,INDO-NATIONAL LIMITED,20,"-"
NIRAJ,EQ,NIRAJ CEMENT STRUCTURALS LIMITED,20,"-"
NITCO,EQ,NITCO LIMITED,20,"-"
NITINSPIN,EQ,NITIN SPINNERS LIMITED,20,"-"
NITIRAJ,EQ,NITIRAJ ENGINEERS LIMITED,20,"-"
NIVABUPA,EQ,NIVA BUPA HEALTH INSURANCE COMPANY LIMITED,20,"-"
NLCINDIA,EQ,NLC INDIA LIMITED,20,"-"
NMSTEEL,SM,NEWMALAYALAM STEEL LIMITED,20,"-"
NOCIL,EQ,NOCIL LIMITED,20,"-"
NORTHARC,EQ,NORTHERN ARC CAPITAL LIMITED,20,"-"
NOVAAGRI,EQ,NOVA AGRITECH LIMITED,20,"-"
NPBET,EQ,TATA NIFTY PRIVATE BANK EXCHANGE TRADED FUND,20,"-"
NPST,EQ,NETWORK PEOPLE SERVICES TECHNOLOGIES LIMITED,20,"-"
NRAIL,EQ,N R AGARWAL INDUSTRIES LIMITED,20,"-"
NRBBEARING,EQ,NRB BEARING LIMITED,20,"-"
NRL,EQ,NUPUR RECYCLERS LIMITED,20,"-"
NSIL,EQ,NALWA SONS INVESTMENTS LIMITED,20,"-"
NSLNISP,EQ,NMDC STEEL LIMITED,20,"-"
NTPCGREEN,EQ,NTPC GREEN ENERGY LIMITED,20,"-"
NUCLEUS,EQ,NUCLEUS SOFTWARE EXPORTS LIMITED,20,"-"
NUVOCO,EQ,NUVOCO VISTAS CORPORATION LIMITED,20,"-"
NV20,EQ,KOTAK NIFTY 50 VALUE 20 ETF,20,"-"
NV20BEES,EQ,NIPPON INDIA ETF NIFTY 50 VALUE 20,20,"-"
NV20IETF,EQ,ICICI PRUDENTIAL NIFTY50 VALUE 20 ETF,20,"-"
NXST,RR,NEXUS SELECT TRUST,20,"-"
NXT-INFRA,IV,NXT-INFRA TRUST,20,"-"
OAL,EQ,ORIENTAL AROMATICS LIMITED,20,"-"
OBCL,EQ,ORISSA BENGAL CARRIER LIMITED,20,"-"
OBSCP,SM,OBSC PERFECTION LIMITED,20,"-"
OCCLLTD,EQ,OCCL LIMITED,20,"-"
OILCOUNTUB,EQ,OIL COUNTRY TUBULAR LIMITED,20,"-"
OILIETF,EQ,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY OIL & GAS ETF,20,"-"
OLECTRA,EQ,OLECTRA GREENTECH LIMITED,20,"-"
OLIL,SM,ONECLICK LOGISTICS INDIA LIMITED,20,"-"
OMAXAUTO,EQ,OMAX AUTOS LIMITED,20,"-"
OMAXE,EQ,OMAXE LIMITED,20,"-"
OMFREIGHT,EQ,OM FREIGHT FORWARDERS LIMITED,20,"-"
OMFURN,SM,OMFURN INDIA LIMITED,20,"-"
OMINFRAL,EQ,OM INFRA LIMITED,20,"-"
ONDOOR,SM,ON DOOR CONCEPTS LIMITED,20,"-"
ONEPOINT,EQ,ONE POINT ONE SOLUTIONS LIMITED,20,"-"
ONMOBILE,EQ,ONMOBILE GLOBAL LIMITED,20,"-"
ONWARDTEC,EQ,ONWARD TECHNOLOGIES LIMITED,20,"-"
ONYX,SM,ONYX BIOTEC LIMITED,20,"-"
OPTIEMUS,EQ,OPTIEMUS INFRACOM LIMITED,20,"-"
OPTIVALUE,SM,OPTIVALUE TEK CONSULTING LIMITED,20,"-"
ORBTEXP,EQ,ORBIT EXPORTS LIMITED,20,"-"
ORCHPHARMA,EQ,ORCHID PHARMA LIMITED,20,"-"
ORIANA,SM,ORIANA POWER LIMITED,20,"-"
ORIENTALTL,EQ,ORIENTAL TRIMEX LIMITED,20,"-"
ORIENTBELL,EQ,ORIENT BELL LIMITED,20,"-"
ORIENTCEM,EQ,ORIENT CEMENT LIMITED,20,"-"
ORIENTCER,EQ,ORIENT CERATECH LIMITED,20,"-"
ORIENTELEC,EQ,ORIENT ELECTRIC LIMITED,20,"-"
ORIENTHOT,EQ,ORIENTAL HOTELS LIMITED,20,"-"
ORIENTLTD,EQ,ORIENT PRESS LIMITED,20,"-"
ORIENTPPR,EQ,ORIENT PAPER & INDUSTRIES LIMITED,20,"-"
ORISSAMINE,EQ,THE ORISSA MINERALS DEVELOPMENT COMPANY LIMITED,20,"-"
ORKLAINDIA,EQ,ORKLA INDIA LIMITED,20,"-"
OSEINTRUST,IV,ORIENTAL INFRATRUST,20,"-"
OSWALAGRO,EQ,OSWAL AGRO MILLS LIMITED,20,"-"
OSWALGREEN,EQ,OSWAL GREENTECH LIMITED,20,"-"
PACEDIGITK,EQ,PACE DIGITEK LIMITED,20,"-"
PAISALO,EQ,PAISALO DIGITAL LIMITED,20,"-"
PAKKA,EQ,PAKKA LIMITED,20,"-"
PALASHSECU,EQ,PALASH SECURITIES LIMITED,20,"-"
PANACEABIO,EQ,PANACEA BIOTEC LIMITED,20,"-"
PANAMAPET,EQ,PANAMA PETROCHEM LIMITED,20,"-"
PAR,EQ,PAR DRUGS AND CHEMICALS LIMITED,20,"-"
PARACABLES,EQ,PARAMOUNT COMMUNICATIONS LIMITED,20,"-"
PARADEEP,EQ,PARADEEP PHOSPHATES LIMITED,20,"-"
PARAGMILK,EQ,PARAG MILK FOODS LIMITED,20,"-"
PARAGON,SM,PARAGON FINE AND SPECIALITY CHEMICAL LIMITED,20,"-"
PARAMATRIX,SM,PARAMATRIX TECHNOLOGIES LIMITED,20,"-"
PARAMOUNT,SM,PARAMOUNT DYE TEC LIMITED,20,"-"
PARAS,EQ,PARAS DEFENCE AND SPACE TECHNOLOGIES LIMITED,20,"-"
PARKHOTELS,EQ,APEEJAY SURRENDRA PARK HOTELS LIMITED,20,"-"
PARSVNATH,EQ,PARSVNATH DEVELOPERS LIMITED,20,"-"
PARTYCRUS,SM,PARTY CRUISERS LIMITED,20,"-"
PASHUPATI,EQ,PASHUPATI COTSPIN LIMITED,20,"-"
PASUPTAC,EQ,PASUPATI ACRYLON LIMITED,20,"-"
PATELENG,EQ,PATEL ENGINEERING LIMITED,20,"-"
PATELRMART,EQ,PATEL RETAIL LIMITED,20,"-"
PATILAUTOM,SM,PATIL AUTOMATION LIMITED,20,"-"
PATINTLOG,EQ,PATEL INTEGRATED LOGISTICS LIMITED,20,"-"
PAUSHAKLTD,EQ,PAUSHAK LIMITED,20,"-"
PAVNAIND,EQ,PAVNA INDUSTRIES LIMITED,20,"-"
PCBL,EQ,PCBL CHEMICAL LIMITED,20,"-"
