2026-02-06 11:10:08.728 | INFO     | src.data.dhan_client:__init__:20 - Initializing DhanHQ Data Client...
2026-02-06 11:10:08.728 | INFO     | src.data.dhan_client:_load_master_data:36 - Downloading Dhan Instrument Master CSV...
2026-02-06 11:10:11.199 | INFO     | src.data.dhan_client:_load_master_data:44 - Dhan Master CSV downloaded successfully.
2026-02-06 11:10:12.618 | INFO     | src.data.dhan_client:_load_master_data:63 - Dhan Master List Loaded. 9016 symbols mapped.
2026-02-06 11:10:12.620 | INFO     | __main__:deep_dive_ricoauto:32 - Fetching deep dive data for RICOAUTO...
2026-02-06 11:10:13.383 | DEBUG    | src.data.dhan_client:fetch_realtime_data:162 - Dhan Filter: period=1d, cutoff=2026-02-05 11:10:13.382921, index_start=2026-01-30 03:45:00, index_end=2026-02-06 05:40:00

================================================================================
MINUTE-BY-MINUTE ANALYSIS: RICOAUTO
================================================================================
Time                 Close      Vol        Ratio  VWAP       BW       Chg%    
--------------------------------------------------------------------------------
2026-02-06 04:15:00 | 125.16     | 10129      | 2.0    | 125.41     | 0.0072   | -1.76   %
2026-02-06 04:16:00 | 125.24     | 3670       | 0.7    | 125.41     | 0.0068   | -1.70   %
2026-02-06 04:17:00 | 125.20     | 3273       | 0.8    | 125.41     | 0.0064   | -1.73   %
2026-02-06 04:18:00 | 125.12     | 4714       | 1.1    | 125.40     | 0.0052   | -1.79   %
2026-02-06 04:19:00 | 125.87     | 36783      | 4.9    | 125.46     | 0.0069   | -1.20   %
2026-02-06 04:20:00 | 125.66     | 3697       | 0.5    | 125.46     | 0.0075   | -1.37   %
2026-02-06 04:21:00 | 126.00     | 13649      | 1.5    | 125.48     | 0.0090   | -1.10   %
2026-02-06 04:22:00 | 126.09     | 2687       | 0.3    | 125.49     | 0.0106   | -1.03   %
2026-02-06 04:23:00 | 125.88     | 12205      | 1.3    | 125.50     | 0.0113   | -1.19   %
2026-02-06 04:24:00 | 126.23     | 11161      | 1.1    | 125.52     | 0.0128   | -0.92   %
2026-02-06 04:25:00 | 126.24     | 10449      | 1.0    | 125.54     | 0.0141   | -0.91   %
2026-02-06 04:26:00 | 127.11     | 20783      | 1.7    | 125.63     | 0.0184   | -0.23   %
2026-02-06 04:27:00 | 127.08     | 45148      | 2.8    | 125.78     | 0.0212   | -0.25   %
2026-02-06 04:28:00 | 127.40     | 19657      | 1.1    | 125.84     | 0.0240   | 0.00    %
2026-02-06 04:29:00 | 127.48     | 32890      | 1.9    | 125.95     | 0.0267   | 0.06    %
2026-02-06 04:30:00 | 127.60     | 6555       | 0.4    | 125.98     | 0.0286   | 0.16    %
2026-02-06 04:31:00 | 127.33     | 7683       | 0.5    | 126.00     | 0.0294   | -0.05   %
2026-02-06 04:32:00 | 127.25     | 2477       | 0.1    | 126.00     | 0.0296   | -0.12   %
2026-02-06 04:33:00 | 126.68     | 4027       | 0.3    | 126.01     | 0.0288   | -0.57   %
2026-02-06 04:34:00 | 126.72     | 12309      | 0.8    | 126.02     | 0.0269   | -0.53   %
2026-02-06 04:35:00 | 128.57     | 53488      | 2.6    | 126.26     | 0.0295   | 0.92    %
2026-02-06 04:36:00 | 129.65     | 58989      | 2.4    | 126.57     | 0.0351   | 1.77    %
2026-02-06 04:37:00 | 129.25     | 30155      | 1.3    | 126.69     | 0.0372   | 1.45    %
2026-02-06 04:38:00 | 130.59     | 104664     | 3.3    | 127.22     | 0.0425   | 2.50    %
2026-02-06 04:39:00 | 130.56     | 52474      | 1.6    | 127.43     | 0.0471   | 2.48    %
2026-02-06 04:40:00 | 130.50     | 89082      | 2.1    | 127.73     | 0.0496   | 2.43    %
2026-02-06 04:41:00 | 130.99     | 36394      | 0.8    | 127.86     | 0.0528   | 2.82    %
2026-02-06 04:42:00 | 130.65     | 36076      | 0.8    | 127.96     | 0.0540   | 2.55    %
2026-02-06 04:43:00 | 130.81     | 44921      | 0.9    | 128.08     | 0.0541   | 2.68    %
2026-02-06 04:44:00 | 130.51     | 28204      | 0.5    | 128.15     | 0.0533   | 2.44    %
2026-02-06 04:45:00 | 131.20     | 70523      | 1.3    | 128.34     | 0.0529   | 2.98    %
2026-02-06 04:46:00 | 131.24     | 97098      | 1.6    | 128.57     | 0.0535   | 3.01    %
2026-02-06 04:47:00 | 131.57     | 66791      | 1.1    | 128.72     | 0.0539   | 3.27    %
2026-02-06 04:48:00 | 131.54     | 164468     | 2.4    | 129.04     | 0.0540   | 3.25    %
2026-02-06 04:49:00 | 132.17     | 64606      | 0.9    | 129.17     | 0.0546   | 3.74    %
2026-02-06 04:50:00 | 131.70     | 49990      | 0.8    | 129.25     | 0.0537   | 3.38    %
2026-02-06 04:51:00 | 131.82     | 39696      | 0.6    | 129.32     | 0.0514   | 3.47    %
2026-02-06 04:52:00 | 131.43     | 244152     | 2.8    | 129.59     | 0.0473   | 3.16    %
2026-02-06 04:53:00 | 132.62     | 57196      | 0.6    | 129.69     | 0.0412   | 4.10    %
2026-02-06 04:54:00 | 133.51     | 211787     | 2.0    | 130.07     | 0.0344   | 4.80    %
2026-02-06 04:55:00 | 134.33     | 163991     | 1.4    | 130.37     | 0.0364   | 5.44    %
2026-02-06 04:56:00 | 134.75     | 119840     | 1.0    | 130.59     | 0.0411   | 5.77    %
2026-02-06 04:57:00 | 134.42     | 125759     | 1.0    | 130.78     | 0.0417   | 5.51    %
2026-02-06 04:58:00 | 133.87     | 79689      | 0.7    | 130.87     | 0.0428   | 5.08    %
2026-02-06 04:59:00 | 134.05     | 72611      | 0.6    | 130.96     | 0.0436   | 5.22    %
2026-02-06 05:00:00 | 134.10     | 67765      | 0.6    | 131.04     | 0.0436   | 5.26    %
2026-02-06 05:01:00 | 133.67     | 61963      | 0.5    | 131.09     | 0.0433   | 4.92    %
2026-02-06 05:02:00 | 133.92     | 38887      | 0.4    | 131.13     | 0.0421   | 5.12    %
2026-02-06 05:03:00 | 134.33     | 45413      | 0.5    | 131.18     | 0.0413   | 5.44    %
2026-02-06 05:04:00 | 134.18     | 60007      | 0.7    | 131.24     | 0.0387   | 5.32    %
2026-02-06 05:05:00 | 134.21     | 18551      | 0.3    | 131.26     | 0.0372   | 5.35    %
2026-02-06 05:06:00 | 134.20     | 26471      | 0.4    | 131.29     | 0.0351   | 5.34    %
2026-02-06 05:07:00 | 133.50     | 42173      | 0.8    | 131.32     | 0.0329   | 4.79    %
2026-02-06 05:08:00 | 132.76     | 184262     | 3.0    | 131.40     | 0.0305   | 4.21    %
2026-02-06 05:09:00 | 132.69     | 57905      | 1.0    | 131.42     | 0.0296   | 4.15    %
2026-02-06 05:10:00 | 132.50     | 147137     | 2.2    | 131.47     | 0.0277   | 4.00    %
2026-02-06 05:11:00 | 132.20     | 41338      | 0.6    | 131.48     | 0.0267   | 3.77    %
2026-02-06 05:12:00 | 132.18     | 59722      | 0.9    | 131.49     | 0.0242   | 3.75    %
2026-02-06 05:13:00 | 132.00     | 48553      | 0.7    | 131.50     | 0.0257   | 3.61    %
2026-02-06 05:14:00 | 132.10     | 40148      | 0.6    | 131.50     | 0.0276   | 3.69    %
2026-02-06 05:15:00 | 131.87     | 81823      | 1.1    | 131.51     | 0.0290   | 3.51    %
2026-02-06 05:16:00 | 132.06     | 25224      | 0.3    | 131.52     | 0.0286   | 3.66    %
2026-02-06 05:17:00 | 131.60     | 32754      | 0.5    | 131.52     | 0.0294   | 3.30    %
2026-02-06 05:18:00 | 131.69     | 68313      | 1.1    | 131.52     | 0.0303   | 3.37    %
2026-02-06 05:19:00 | 131.58     | 18006      | 0.3    | 131.52     | 0.0308   | 3.28    %
2026-02-06 05:20:00 | 131.02     | 78887      | 1.6    | 131.51     | 0.0319   | 2.84    %
2026-02-06 05:21:00 | 130.94     | 58838      | 1.1    | 131.50     | 0.0333   | 2.78    %
2026-02-06 05:22:00 | 130.79     | 21412      | 0.5    | 131.50     | 0.0340   | 2.66    %
2026-02-06 05:23:00 | 130.80     | 76045      | 1.5    | 131.48     | 0.0328   | 2.67    %
2026-02-06 05:24:00 | 130.72     | 43782      | 0.9    | 131.48     | 0.0313   | 2.61    %
2026-02-06 05:25:00 | 130.73     | 12247      | 0.3    | 131.47     | 0.0286   | 2.61    %
2026-02-06 05:26:00 | 130.86     | 20093      | 0.5    | 131.47     | 0.0243   | 2.72    %
2026-02-06 05:27:00 | 130.92     | 17212      | 0.4    | 131.47     | 0.0213   | 2.76    %
2026-02-06 05:28:00 | 130.98     | 27386      | 0.7    | 131.47     | 0.0200   | 2.81    %
2026-02-06 05:29:00 | 131.06     | 45263      | 1.1    | 131.46     | 0.0184   | 2.87    %
2026-02-06 05:30:00 | 131.42     | 50346      | 1.4    | 131.46     | 0.0167   | 3.16    %
2026-02-06 05:31:00 | 131.79     | 91862      | 2.3    | 131.47     | 0.0159   | 3.45    %
2026-02-06 05:32:00 | 132.16     | 46697      | 1.1    | 131.47     | 0.0159   | 3.74    %
2026-02-06 05:33:00 | 131.71     | 50980      | 1.3    | 131.48     | 0.0154   | 3.38    %
2026-02-06 05:34:00 | 131.71     | 10502      | 0.3    | 131.48     | 0.0147   | 3.38    %
2026-02-06 05:35:00 | 131.68     | 23230      | 0.6    | 131.48     | 0.0144   | 3.36    %
2026-02-06 05:36:00 | 131.85     | 16186      | 0.4    | 131.48     | 0.0139   | 3.49    %
2026-02-06 05:37:00 | 131.80     | 6557       | 0.2    | 131.48     | 0.0142   | 3.45    %
2026-02-06 05:38:00 | 131.84     | 5964       | 0.2    | 131.48     | 0.0144   | 3.49    %
2026-02-06 05:39:00 | 132.23     | 30098      | 0.9    | 131.49     | 0.0156   | 3.79    %
2026-02-06 05:40:00 | 132.20     | 2228       | 0.1    | 131.49     | 0.0165   | 3.77    %
