symbol,timestamp,open,high,low,close,volume,source,last_updated
KALYANKJIL,2025-09-18 09:15:00,525.3,525.75,522.85,522.85,89024,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:16:00,523.0,523.05,521.25,521.8,56108,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:17:00,521.75,523.0,521.55,522.8,50938,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:18:00,522.9,524.2,522.8,523.95,24454,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:19:00,523.75,524.6,523.25,523.85,35013,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:20:00,523.7,523.85,522.0,522.8,35190,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:21:00,522.8,522.8,521.65,522.75,23146,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:22:00,522.75,524.1,522.4,524.0,17554,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:23:00,524.1,524.1,523.65,523.8,9960,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:24:00,524.0,524.25,523.0,523.55,19899,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:25:00,523.5,523.5,522.8,522.8,12585,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:26:00,522.9,523.3,522.55,523.3,4703,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:27:00,522.95,523.6,522.95,523.6,3572,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:28:00,523.5,524.0,523.1,523.75,13278,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:29:00,523.7,524.4,523.4,523.85,15422,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:30:00,523.75,524.6,523.45,524.6,10504,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:31:00,524.55,524.8,524.05,524.7,10995,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:32:00,524.55,524.8,523.6,524.0,12807,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:33:00,523.85,524.4,523.7,524.0,11869,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:34:00,523.75,524.75,523.7,524.55,12686,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:35:00,524.55,524.7,524.0,524.1,4186,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:36:00,524.1,524.3,523.7,524.2,8790,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:37:00,524.3,524.3,523.6,523.6,4104,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:38:00,523.6,523.6,523.3,523.3,3015,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:39:00,523.55,523.55,523.0,523.1,3922,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:40:00,523.1,523.1,522.5,522.9,20103,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:41:00,522.55,523.65,522.55,523.65,6963,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:42:00,523.65,523.95,523.45,523.8,4317,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:43:00,523.95,523.95,523.05,523.3,1987,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:44:00,523.35,523.35,523.0,523.0,3788,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:45:00,523.0,523.2,522.8,523.0,3540,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:46:00,522.8,522.9,522.5,522.55,4531,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:47:00,522.75,523.35,522.5,523.1,5708,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:48:00,523.1,523.2,522.6,522.9,5296,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:49:00,522.9,523.1,522.55,523.05,2946,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:50:00,523.0,523.05,522.75,522.9,1610,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:51:00,522.55,522.65,522.25,522.4,45615,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:52:00,522.3,522.75,522.3,522.5,9516,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:53:00,522.45,522.7,522.0,522.0,14677,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:54:00,522.0,522.4,522.0,522.35,3897,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:55:00,522.35,522.4,521.55,522.25,23372,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:56:00,522.1,522.8,522.1,522.4,6095,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:57:00,522.65,523.2,522.5,523.2,2903,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:58:00,523.0,523.25,522.9,522.95,1757,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 09:59:00,522.95,523.25,522.95,523.05,1219,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 10:00:00,523.25,523.5,523.0,523.45,5836,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 10:01:00,523.25,523.5,523.05,523.25,3051,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 10:02:00,523.25,523.45,523.05,523.3,1793,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 10:03:00,523.0,523.7,523.0,523.55,4935,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 10:04:00,523.65,523.9,523.6,523.9,3626,DHAN_HISTORY,2026-03-15 18:11:38
KALYANKJIL,2025-09-18 10:05:00,523.9,523.9,523.6,523.6,3072,DHAN_HISTORY,2026-03-15 18:11:38
