symbol,timestamp,open,high,low,close,volume,source,last_updated
LEMONTREE,2026-02-17 09:15:00,125.61,126.2,125.16,125.27,48682,DHAN_HISTORY,2026-03-15 16:46:16
LEMONTREE,2026-02-17 09:16:00,125.19,125.32,125.0,125.2,32691,DHAN_HISTORY,2026-03-15 16:46:16
LEMONTREE,2026-02-17 09:17:00,125.5,125.5,124.9,125.12,40530,DHAN_HISTORY,2026-03-15 16:46:16
LEMONTREE,2026-02-17 09:18:00,125.11,125.56,125.08,125.53,20603,DHAN_HISTORY,2026-03-15 16:46:16
LEMONTREE,2026-02-17 09:19:00,125.4,125.85,125.4,125.5,36167,DHAN_HISTORY,2026-03-15 16:46:16
LEMONTREE,2026-02-17 09:20:00,125.5,125.63,125.3,125.3,30319,DHAN_HISTORY,2026-03-15 16:46:16
LEMONTREE,2026-02-17 09:21:00,125.29,125.54,125.29,125.37,5005,DHAN_HISTORY,2026-03-15 16:46:16
LEMONTREE,2026-02-17 09:22:00,125.5,125.75,125.39,125.61,19141,DHAN_HISTORY,2026-03-15 16:46:16
LEMONTREE,2026-02-17 09:23:00,125.6,125.65,125.4,125.5,6403,DHAN_HISTORY,2026-03-15 16:46:16
LEMONTREE,2026-02-17 09:24:00,125.59,125.59,125.43,125.5,2726,DHAN_HISTORY,2026-03-15 16:46:16
LEMONTREE,2026-02-17 09:25:00,125.43,125.52,125.4,125.43,4745,DHAN_HISTORY,2026-03-15 16:46:16
LEMONTREE,2026-02-17 09:26:00,125.43,125.52,125.2,125.2,23476,DHAN_HISTORY,2026-03-15 16:46:16
LEMONTREE,2026-02-17 09:27:00,125.24,125.34,125.11,125.25,4197,DHAN_HISTORY,2026-03-15 16:46:16
LEMONTREE,2026-02-17 09:28:00,125.32,125.38,125.25,125.36,3509,DHAN_HISTORY,2026-03-15 16:46:16
LEMONTREE,2026-02-17 09:29:00,125.34,125.45,125.26,125.34,10040,DHAN_HISTORY,2026-03-15 16:46:16
LEMONTREE,2026-02-17 09:30:00,125.33,125.36,125.12,125.15,16570,DHAN_HISTORY,2026-03-15 16:46:16
LEMONTREE,2026-02-17 09:31:00,125.13,125.25,125.0,125.01,16640,DHAN_HISTORY,2026-03-15 16:46:16
LEMONTREE,2026-02-17 09:32:00,125.1,125.24,124.93,125.13,39107,DHAN_HISTORY,2026-03-15 16:46:16
LEMONTREE,2026-02-17 09:33:00,125.14,125.19,125.06,125.15,1951,DHAN_HISTORY,2026-03-15 16:46:16
LEMONTREE,2026-02-17 09:34:00,125.14,125.32,125.14,125.32,4757,DHAN_HISTORY,2026-03-15 16:46:16
LEMONTREE,2026-02-17 09:35:00,125.25,125.35,125.25,125.26,2543,DHAN_HISTORY,2026-03-15 16:46:16
LEMONTREE,2026-02-17 09:36:00,125.25,125.32,125.1,125.19,6390,DHAN_HISTORY,2026-03-15 16:46:16
LEMONTREE,2026-02-17 09:37:00,125.15,125.35,125.15,125.25,6351,DHAN_HISTORY,2026-03-15 16:46:16
LEMONTREE,2026-02-17 09:38:00,125.25,125.31,125.25,125.25,1774,DHAN_HISTORY,2026-03-15 16:46:16
LEMONTREE,2026-02-17 09:39:00,125.32,125.36,125.25,125.25,1920,DHAN_HISTORY,2026-03-15 16:46:16
LEMONTREE,2026-02-17 09:40:00,125.2,125.28,125.0,125.01,28813,DHAN_HISTORY,2026-03-15 16:46:16
LEMONTREE,2026-02-17 09:41:00,125.01,125.23,124.96,125.22,42752,DHAN_HISTORY,2026-03-15 16:46:16
LEMONTREE,2026-02-17 09:42:00,125.22,125.3,125.17,125.17,4012,DHAN_HISTORY,2026-03-15 16:46:16
LEMONTREE,2026-02-17 09:43:00,125.16,125.3,125.15,125.24,4433,DHAN_HISTORY,2026-03-15 16:46:16
LEMONTREE,2026-02-17 09:44:00,125.24,125.31,125.24,125.3,1633,DHAN_HISTORY,2026-03-15 16:46:16
LEMONTREE,2026-02-17 09:45:00,125.26,125.36,125.25,125.35,9310,DHAN_HISTORY,2026-03-15 16:46:16
LEMONTREE,2026-02-17 09:46:00,125.42,125.42,125.3,125.39,3990,DHAN_HISTORY,2026-03-15 16:46:16
LEMONTREE,2026-02-17 09:47:00,125.36,125.4,125.26,125.4,24219,DHAN_HISTORY,2026-03-15 16:46:16
LEMONTREE,2026-02-17 09:48:00,125.3,125.5,125.26,125.4,6648,DHAN_HISTORY,2026-03-15 16:46:16
LEMONTREE,2026-02-17 09:49:00,125.4,125.45,125.28,125.28,4801,DHAN_HISTORY,2026-03-15 16:46:16
LEMONTREE,2026-02-17 09:50:00,125.3,125.4,125.26,125.28,4179,DHAN_HISTORY,2026-03-15 16:46:16
LEMONTREE,2026-02-17 09:51:00,125.28,125.31,125.25,125.25,2185,DHAN_HISTORY,2026-03-15 16:46:16
LEMONTREE,2026-02-17 09:52:00,125.25,125.39,125.25,125.3,5473,DHAN_HISTORY,2026-03-15 16:46:16
LEMONTREE,2026-02-17 09:53:00,125.3,125.4,125.3,125.3,9540,DHAN_HISTORY,2026-03-15 16:46:16
LEMONTREE,2026-02-17 09:54:00,125.25,125.3,125.21,125.29,5444,DHAN_HISTORY,2026-03-15 16:46:16
LEMONTREE,2026-02-17 09:55:00,125.25,125.35,125.25,125.25,4702,DHAN_HISTORY,2026-03-15 16:46:16
LEMONTREE,2026-02-17 09:56:00,125.25,125.34,125.21,125.25,8249,DHAN_HISTORY,2026-03-15 16:46:16
LEMONTREE,2026-02-17 09:57:00,125.31,125.31,125.2,125.27,8238,DHAN_HISTORY,2026-03-15 16:46:16
LEMONTREE,2026-02-17 09:58:00,125.27,125.32,125.25,125.25,9901,DHAN_HISTORY,2026-03-15 16:46:16
