symbol,timestamp,open,high,low,close,volume,source,last_updated
IRBINVIT,2026-01-23 09:15:00,62.59,62.59,62.32,62.4,1944,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:16:00,62.49,62.5,62.33,62.4,1538,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:17:00,62.49,62.49,62.45,62.45,121,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:18:00,62.47,62.47,62.4,62.4,1414,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:19:00,62.44,62.44,62.32,62.32,2155,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:20:00,62.32,62.32,62.06,62.2,11234,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:21:00,62.2,62.3,62.13,62.27,7031,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:22:00,62.27,62.3,62.21,62.29,222,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:23:00,62.29,62.3,62.22,62.27,596,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:24:00,62.23,62.3,62.23,62.27,502,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:25:00,62.27,62.35,62.27,62.35,772,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:26:00,62.36,62.44,62.36,62.42,607,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:27:00,62.42,62.43,62.42,62.42,196,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:28:00,62.42,62.43,62.42,62.42,3025,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:29:00,62.42,62.44,62.42,62.44,734,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:30:00,62.43,62.44,62.42,62.44,823,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:31:00,62.44,62.44,62.4,62.4,1189,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:32:00,62.4,62.44,62.4,62.44,824,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:33:00,62.44,62.44,62.4,62.44,117,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:34:00,62.42,62.45,62.42,62.42,391,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:35:00,62.41,62.45,62.4,62.44,4842,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:36:00,62.44,62.44,62.38,62.38,2206,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:37:00,62.44,62.45,62.38,62.43,1532,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:38:00,62.43,62.43,62.38,62.43,453,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:39:00,62.43,62.44,62.43,62.44,258,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:40:00,62.44,62.45,62.43,62.45,259,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:41:00,62.45,62.45,62.43,62.44,486,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:42:00,62.43,62.44,62.43,62.43,111,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:43:00,62.44,62.44,62.43,62.43,68,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:44:00,62.43,62.44,62.38,62.39,3412,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:45:00,62.39,62.43,62.39,62.43,533,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:46:00,62.39,62.43,62.39,62.43,560,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:47:00,62.39,62.43,62.39,62.39,16,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:48:00,62.43,62.43,62.4,62.42,98,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:49:00,62.42,62.43,62.4,62.4,206,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:50:00,62.4,62.42,62.39,62.4,230,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:51:00,62.4,62.4,62.39,62.39,122,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:52:00,62.39,62.4,62.39,62.4,1857,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:53:00,62.4,62.4,62.39,62.39,960,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:54:00,62.4,62.42,62.39,62.42,384,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:55:00,62.39,62.39,62.37,62.37,4221,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:56:00,62.39,62.39,62.37,62.37,95,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:57:00,62.37,62.39,62.37,62.39,2170,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:58:00,62.37,62.38,62.37,62.37,2773,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 09:59:00,62.37,62.39,62.37,62.39,112,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 10:00:00,62.39,62.42,62.37,62.41,681,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 10:01:00,62.37,62.41,62.37,62.37,102,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 10:02:00,62.41,62.41,62.37,62.4,99,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 10:03:00,62.41,62.41,62.41,62.41,100,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 10:04:00,62.4,62.41,62.4,62.4,25,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 10:05:00,62.4,62.41,62.4,62.4,78,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 10:06:00,62.41,62.44,62.4,62.4,2292,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 10:07:00,62.4,62.44,62.4,62.44,494,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 10:08:00,62.45,62.45,62.44,62.44,50,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 10:09:00,62.44,62.44,62.4,62.4,6703,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 10:10:00,62.4,62.44,62.4,62.44,26,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 10:11:00,62.44,62.44,62.41,62.41,1036,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 10:12:00,62.41,62.41,62.41,62.41,18,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 10:13:00,62.44,62.44,62.41,62.44,114,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 10:14:00,62.4,62.4,62.4,62.4,15,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 10:15:00,62.44,62.44,62.4,62.41,107,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 10:16:00,62.41,62.44,62.41,62.44,156,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 10:17:00,62.41,62.44,62.41,62.44,116,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 10:18:00,62.41,62.44,62.41,62.44,184,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 10:19:00,62.45,62.45,62.42,62.43,637,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 10:20:00,62.45,62.45,62.42,62.42,11566,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 10:21:00,62.45,62.45,62.4,62.44,5467,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 10:22:00,62.44,62.45,62.4,62.41,3787,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 10:23:00,62.4,62.45,62.4,62.42,159,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 10:24:00,62.42,62.45,62.42,62.45,222,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 10:25:00,62.42,62.45,62.42,62.45,36,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 10:26:00,62.45,62.45,62.43,62.43,38,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 10:27:00,62.43,62.45,62.43,62.45,336,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 10:28:00,62.45,62.45,62.35,62.36,8588,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 10:29:00,62.36,62.39,62.34,62.39,760,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 10:30:00,62.36,62.39,62.36,62.39,5,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 10:31:00,62.39,62.39,62.39,62.39,8,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 10:32:00,62.39,62.39,62.38,62.38,33,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 10:33:00,62.38,62.39,62.38,62.38,208,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 10:34:00,62.37,62.37,62.36,62.37,20,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 10:35:00,62.36,62.37,62.36,62.36,18,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 10:36:00,62.37,62.38,62.35,62.38,460,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 10:37:00,62.38,62.4,62.35,62.39,3925,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 10:38:00,62.35,62.39,62.35,62.39,401,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 10:39:00,62.39,62.39,62.35,62.39,56,DHAN_HISTORY,2026-03-15 16:44:43
IRBINVIT,2026-01-23 10:40:00,62.35,62.39,62.35,62.39,9,DHAN_HISTORY,2026-03-15 16:44:43
